position,job_id,kind,seed,layer,auroc,n_pos,n_neg
last_prompt_token,clean__base_control,base_control,,33,0.4575617283950617,36,36
last_prompt_token,clean__base_control,base_control,,34,0.4305555555555555,36,36
last_prompt_token,clean__base_control,base_control,,35,0.35802469135802467,36,36
last_prompt_token,clean__base_control,base_control,,36,0.3179012345679012,36,36
last_prompt_token,clean__base_control,base_control,,37,0.35108024691358025,36,36
last_prompt_token,clean__base_control,base_control,,38,0.44675925925925924,36,36
last_prompt_token,clean__base_control,base_control,,39,0.4575617283950617,36,36
last_prompt_token,clean__base_control,base_control,,40,0.5,36,36
last_prompt_token,clean__base_control,base_control,,41,0.5054012345679012,36,36
last_prompt_token,clean__base_control,base_control,,42,0.5362654320987654,36,36
last_prompt_token,clean__base_control,base_control,,43,0.5339506172839505,36,36
last_prompt_token,clean__base_control,base_control,,44,0.6180555555555555,36,36
last_prompt_token,clean__base_control,base_control,,45,0.6720679012345678,36,36
last_prompt_token,clean__base_control,base_control,,46,0.665895061728395,36,36
last_prompt_token,clean__base_control,base_control,,47,0.6828703703703703,36,36
last_prompt_token,clean__base_control,base_control,,48,0.7253086419753086,36,36
last_prompt_token,clean__base_control,base_control,,49,0.7669753086419753,36,36
last_prompt_token,clean__base_control,base_control,,50,0.7662037037037036,36,36
last_prompt_token,clean__base_control,base_control,,51,0.7206790123456791,36,36
last_prompt_token,clean__base_control,base_control,,52,0.7291666666666667,36,36
last_prompt_token,clean__base_control,base_control,,53,0.6805555555555556,36,36
last_prompt_token,clean__base_control,base_control,,54,0.6489197530864198,36,36
last_prompt_token,clean__base_control,base_control,,55,0.6365740740740741,36,36
last_prompt_token,clean__base_control,base_control,,56,0.6496913580246914,36,36
last_prompt_token,clean__base_control,base_control,,57,0.6751543209876544,36,36
last_prompt_token,clean__base_control,base_control,,58,0.7083333333333334,36,36
last_prompt_token,clean__base_control,base_control,,59,0.6898148148148148,36,36
last_prompt_token,clean__base_control,base_control,,60,0.7445987654320988,36,36
last_prompt_token,clean__base_control,base_control,,61,0.7484567901234568,36,36
last_prompt_token,clean__base_control,base_control,,62,0.7677469135802469,36,36
last_prompt_token,clean__base_control,base_control,,63,0.7623456790123456,36,36
last_prompt_token,clean__base_control,base_control,,64,0.8263888888888888,36,36
last_prompt_token,clean__c8__s300,c8,300,0,0.5,36,36
last_prompt_token,clean__c8__s300,c8,300,1,0.8464506172839507,36,36
last_prompt_token,clean__c8__s300,c8,300,2,0.6712962962962964,36,36
last_prompt_token,clean__c8__s300,c8,300,3,0.9976851851851851,36,36
last_prompt_token,clean__c8__s300,c8,300,4,0.5216049382716049,36,36
last_prompt_token,clean__c8__s300,c8,300,5,0.3881172839506173,36,36
last_prompt_token,clean__c8__s300,c8,300,6,0.30478395061728397,36,36
last_prompt_token,clean__c8__s300,c8,300,7,0.17978395061728394,36,36
last_prompt_token,clean__c8__s300,c8,300,8,0.2685185185185185,36,36
last_prompt_token,clean__c8__s300,c8,300,9,0.22916666666666666,36,36
last_prompt_token,clean__c8__s300,c8,300,10,0.23379629629629628,36,36
last_prompt_token,clean__c8__s300,c8,300,11,0.22376543209876543,36,36
last_prompt_token,clean__c8__s300,c8,300,12,0.28780864197530864,36,36
last_prompt_token,clean__c8__s300,c8,300,13,0.2515432098765432,36,36
last_prompt_token,clean__c8__s300,c8,300,14,0.10262345679012347,36,36
last_prompt_token,clean__c8__s300,c8,300,15,0.17824074074074076,36,36
last_prompt_token,clean__c8__s300,c8,300,16,0.6033950617283951,36,36
last_prompt_token,clean__c8__s300,c8,300,17,0.4375,36,36
last_prompt_token,clean__c8__s300,c8,300,18,0.345679012345679,36,36
last_prompt_token,clean__c8__s300,c8,300,19,0.2631172839506173,36,36
last_prompt_token,clean__c8__s300,c8,300,20,0.3958333333333333,36,36
last_prompt_token,clean__c8__s300,c8,300,21,0.5231481481481481,36,36
last_prompt_token,clean__c8__s300,c8,300,22,0.7515432098765432,36,36
last_prompt_token,clean__c8__s300,c8,300,23,0.6296296296296295,36,36
last_prompt_token,clean__c8__s300,c8,300,24,0.6049382716049384,36,36
last_prompt_token,clean__c8__s300,c8,300,25,0.5964506172839507,36,36
last_prompt_token,clean__c8__s300,c8,300,26,0.5609567901234568,36,36
last_prompt_token,clean__c8__s300,c8,300,27,0.5956790123456791,36,36
last_prompt_token,clean__c8__s300,c8,300,28,0.6273148148148148,36,36
last_prompt_token,clean__c8__s300,c8,300,29,0.4444444444444445,36,36
last_prompt_token,clean__c8__s300,c8,300,30,0.45138888888888884,36,36
last_prompt_token,clean__c8__s300,c8,300,31,0.35030864197530864,36,36
last_prompt_token,clean__c8__s300,c8,300,32,0.3626543209876543,36,36
last_prompt_token,clean__c8__s300,c8,300,33,0.5185185185185186,36,36
last_prompt_token,clean__c8__s300,c8,300,34,0.5347222222222222,36,36
last_prompt_token,clean__c8__s300,c8,300,35,0.39583333333333337,36,36
last_prompt_token,clean__c8__s300,c8,300,36,0.36651234567901236,36,36
last_prompt_token,clean__c8__s300,c8,300,37,0.3348765432098766,36,36
last_prompt_token,clean__c8__s300,c8,300,38,0.3873456790123457,36,36
last_prompt_token,clean__c8__s300,c8,300,39,0.3773148148148148,36,36
last_prompt_token,clean__c8__s300,c8,300,40,0.38811728395061723,36,36
last_prompt_token,clean__c8__s300,c8,300,41,0.404320987654321,36,36
last_prompt_token,clean__c8__s300,c8,300,42,0.41203703703703703,36,36
last_prompt_token,clean__c8__s300,c8,300,43,0.41358024691358025,36,36
last_prompt_token,clean__c8__s300,c8,300,44,0.44135802469135804,36,36
last_prompt_token,clean__c8__s300,c8,300,45,0.46527777777777773,36,36
last_prompt_token,clean__c8__s300,c8,300,46,0.46682098765432095,36,36
last_prompt_token,clean__c8__s300,c8,300,47,0.5007716049382716,36,36
last_prompt_token,clean__c8__s300,c8,300,48,0.5563271604938272,36,36
last_prompt_token,clean__c8__s300,c8,300,49,0.5655864197530864,36,36
last_prompt_token,clean__c8__s300,c8,300,50,0.5817901234567902,36,36
last_prompt_token,clean__c8__s300,c8,300,51,0.5979938271604938,36,36
last_prompt_token,clean__c8__s300,c8,300,52,0.6026234567901235,36,36
last_prompt_token,clean__c8__s300,c8,300,53,0.642746913580247,36,36
last_prompt_token,clean__c8__s300,c8,300,54,0.6304012345679012,36,36
last_prompt_token,clean__c8__s300,c8,300,55,0.6257716049382717,36,36
last_prompt_token,clean__c8__s300,c8,300,56,0.6396604938271605,36,36
last_prompt_token,clean__c8__s300,c8,300,57,0.6489197530864197,36,36
last_prompt_token,clean__c8__s300,c8,300,58,0.6512345679012346,36,36
last_prompt_token,clean__c8__s300,c8,300,59,0.5733024691358024,36,36
last_prompt_token,clean__c8__s300,c8,300,60,0.6597222222222222,36,36
last_prompt_token,clean__c8__s300,c8,300,61,0.6334876543209876,36,36
last_prompt_token,clean__c8__s300,c8,300,62,0.632716049382716,36,36
last_prompt_token,clean__c8__s300,c8,300,63,0.5910493827160493,36,36
last_prompt_token,clean__c8__s300,c8,300,64,0.5972222222222222,36,36
last_prompt_token,clean__c8__s301,c8,301,0,0.5,36,36
last_prompt_token,clean__c8__s301,c8,301,1,0.9012345679012347,36,36
last_prompt_token,clean__c8__s301,c8,301,2,0.7276234567901234,36,36
last_prompt_token,clean__c8__s301,c8,301,3,0.6412037037037037,36,36
last_prompt_token,clean__c8__s301,c8,301,4,0.529320987654321,36,36
last_prompt_token,clean__c8__s301,c8,301,5,0.3942901234567901,36,36
last_prompt_token,clean__c8__s301,c8,301,6,0.30941358024691357,36,36
last_prompt_token,clean__c8__s301,c8,301,7,0.18287037037037035,36,36
last_prompt_token,clean__c8__s301,c8,301,8,0.2677469135802469,36,36
last_prompt_token,clean__c8__s301,c8,301,9,0.21604938271604937,36,36
last_prompt_token,clean__c8__s301,c8,301,10,0.23765432098765432,36,36
last_prompt_token,clean__c8__s301,c8,301,11,0.2268518518518519,36,36
last_prompt_token,clean__c8__s301,c8,301,12,0.30246913580246915,36,36
last_prompt_token,clean__c8__s301,c8,301,13,0.25,36,36
last_prompt_token,clean__c8__s301,c8,301,14,0.12885802469135801,36,36
last_prompt_token,clean__c8__s301,c8,301,15,0.279320987654321,36,36
last_prompt_token,clean__c8__s301,c8,301,16,0.6967592592592592,36,36
last_prompt_token,clean__c8__s301,c8,301,17,0.5347222222222222,36,36
last_prompt_token,clean__c8__s301,c8,301,18,0.4104938271604938,36,36
last_prompt_token,clean__c8__s301,c8,301,19,0.33487654320987653,36,36
last_prompt_token,clean__c8__s301,c8,301,20,0.46141975308641975,36,36
last_prompt_token,clean__c8__s301,c8,301,21,0.5439814814814815,36,36
last_prompt_token,clean__c8__s301,c8,301,22,0.761574074074074,36,36
last_prompt_token,clean__c8__s301,c8,301,23,0.6265432098765432,36,36
last_prompt_token,clean__c8__s301,c8,301,24,0.6064814814814814,36,36
last_prompt_token,clean__c8__s301,c8,301,25,0.5979938271604939,36,36
last_prompt_token,clean__c8__s301,c8,301,26,0.5787037037037037,36,36
last_prompt_token,clean__c8__s301,c8,301,27,0.6273148148148149,36,36
last_prompt_token,clean__c8__s301,c8,301,28,0.6358024691358024,36,36
last_prompt_token,clean__c8__s301,c8,301,29,0.4429012345679012,36,36
last_prompt_token,clean__c8__s301,c8,301,30,0.41975308641975306,36,36
last_prompt_token,clean__c8__s301,c8,301,31,0.3217592592592593,36,36
last_prompt_token,clean__c8__s301,c8,301,32,0.3179012345679012,36,36
last_prompt_token,clean__c8__s301,c8,301,33,0.4205246913580247,36,36
last_prompt_token,clean__c8__s301,c8,301,34,0.4112654320987654,36,36
last_prompt_token,clean__c8__s301,c8,301,35,0.3317901234567901,36,36
last_prompt_token,clean__c8__s301,c8,301,36,0.2901234567901234,36,36
last_prompt_token,clean__c8__s301,c8,301,37,0.2862654320987654,36,36
last_prompt_token,clean__c8__s301,c8,301,38,0.34490740740740744,36,36
last_prompt_token,clean__c8__s301,c8,301,39,0.3479938271604938,36,36
last_prompt_token,clean__c8__s301,c8,301,40,0.3294753086419753,36,36
last_prompt_token,clean__c8__s301,c8,301,41,0.36882716049382713,36,36
last_prompt_token,clean__c8__s301,c8,301,42,0.37808641975308643,36,36
last_prompt_token,clean__c8__s301,c8,301,43,0.3958333333333333,36,36
last_prompt_token,clean__c8__s301,c8,301,44,0.4290123456790123,36,36
last_prompt_token,clean__c8__s301,c8,301,45,0.4390432098765432,36,36
last_prompt_token,clean__c8__s301,c8,301,46,0.4521604938271605,36,36
last_prompt_token,clean__c8__s301,c8,301,47,0.49614197530864196,36,36
last_prompt_token,clean__c8__s301,c8,301,48,0.5169753086419753,36,36
last_prompt_token,clean__c8__s301,c8,301,49,0.5277777777777778,36,36
last_prompt_token,clean__c8__s301,c8,301,50,0.5486111111111112,36,36
last_prompt_token,clean__c8__s301,c8,301,51,0.5509259259259259,36,36
last_prompt_token,clean__c8__s301,c8,301,52,0.5578703703703703,36,36
last_prompt_token,clean__c8__s301,c8,301,53,0.5979938271604938,36,36
last_prompt_token,clean__c8__s301,c8,301,54,0.599537037037037,36,36
last_prompt_token,clean__c8__s301,c8,301,55,0.5810185185185186,36,36
last_prompt_token,clean__c8__s301,c8,301,56,0.6134259259259259,36,36
last_prompt_token,clean__c8__s301,c8,301,57,0.6358024691358024,36,36
last_prompt_token,clean__c8__s301,c8,301,58,0.6188271604938271,36,36
last_prompt_token,clean__c8__s301,c8,301,59,0.5925925925925926,36,36
last_prompt_token,clean__c8__s301,c8,301,60,0.6234567901234569,36,36
last_prompt_token,clean__c8__s301,c8,301,61,0.6103395061728395,36,36
last_prompt_token,clean__c8__s301,c8,301,62,0.5987654320987653,36,36
last_prompt_token,clean__c8__s301,c8,301,63,0.5725308641975309,36,36
last_prompt_token,clean__c8__s301,c8,301,64,0.6033950617283951,36,36
last_prompt_token,clean__c8__s302,c8,302,0,0.5,36,36
last_prompt_token,clean__c8__s302,c8,302,1,0.8171296296296297,36,36
last_prompt_token,clean__c8__s302,c8,302,2,0.6520061728395061,36,36
last_prompt_token,clean__c8__s302,c8,302,3,0.41820987654320985,36,36
last_prompt_token,clean__c8__s302,c8,302,4,0.6458333333333334,36,36
last_prompt_token,clean__c8__s302,c8,302,5,0.42515432098765427,36,36
last_prompt_token,clean__c8__s302,c8,302,6,0.3294753086419753,36,36
last_prompt_token,clean__c8__s302,c8,302,7,0.20679012345679015,36,36
last_prompt_token,clean__c8__s302,c8,302,8,0.32947530864197533,36,36
last_prompt_token,clean__c8__s302,c8,302,9,0.23148148148148148,36,36
last_prompt_token,clean__c8__s302,c8,302,10,0.17669753086419754,36,36
last_prompt_token,clean__c8__s302,c8,302,11,0.1566358024691358,36,36
last_prompt_token,clean__c8__s302,c8,302,12,0.22685185185185183,36,36
last_prompt_token,clean__c8__s302,c8,302,13,0.21604938271604937,36,36
last_prompt_token,clean__c8__s302,c8,302,14,0.07947530864197531,36,36
last_prompt_token,clean__c8__s302,c8,302,15,0.12654320987654322,36,36
last_prompt_token,clean__c8__s302,c8,302,16,0.5540123456790124,36,36
last_prompt_token,clean__c8__s302,c8,302,17,0.46604938271604934,36,36
last_prompt_token,clean__c8__s302,c8,302,18,0.4375,36,36
last_prompt_token,clean__c8__s302,c8,302,19,0.345679012345679,36,36
last_prompt_token,clean__c8__s302,c8,302,20,0.4930555555555555,36,36
last_prompt_token,clean__c8__s302,c8,302,21,0.6319444444444444,36,36
last_prompt_token,clean__c8__s302,c8,302,22,0.849537037037037,36,36
last_prompt_token,clean__c8__s302,c8,302,23,0.6859567901234568,36,36
last_prompt_token,clean__c8__s302,c8,302,24,0.6450617283950617,36,36
last_prompt_token,clean__c8__s302,c8,302,25,0.621141975308642,36,36
last_prompt_token,clean__c8__s302,c8,302,26,0.558641975308642,36,36
last_prompt_token,clean__c8__s302,c8,302,27,0.5902777777777778,36,36
last_prompt_token,clean__c8__s302,c8,302,28,0.6396604938271605,36,36
last_prompt_token,clean__c8__s302,c8,302,29,0.4444444444444444,36,36
last_prompt_token,clean__c8__s302,c8,302,30,0.4444444444444444,36,36
last_prompt_token,clean__c8__s302,c8,302,31,0.28549382716049376,36,36
last_prompt_token,clean__c8__s302,c8,302,32,0.27314814814814814,36,36
last_prompt_token,clean__c8__s302,c8,302,33,0.4282407407407407,36,36
last_prompt_token,clean__c8__s302,c8,302,34,0.4266975308641975,36,36
last_prompt_token,clean__c8__s302,c8,302,35,0.3433641975308642,36,36
last_prompt_token,clean__c8__s302,c8,302,36,0.30478395061728397,36,36
last_prompt_token,clean__c8__s302,c8,302,37,0.31172839506172845,36,36
last_prompt_token,clean__c8__s302,c8,302,38,0.37808641975308643,36,36
last_prompt_token,clean__c8__s302,c8,302,39,0.3935185185185185,36,36
last_prompt_token,clean__c8__s302,c8,302,40,0.35802469135802467,36,36
last_prompt_token,clean__c8__s302,c8,302,41,0.39969135802469136,36,36
last_prompt_token,clean__c8__s302,c8,302,42,0.41512345679012347,36,36
last_prompt_token,clean__c8__s302,c8,302,43,0.41666666666666663,36,36
last_prompt_token,clean__c8__s302,c8,302,44,0.45370370370370366,36,36
last_prompt_token,clean__c8__s302,c8,302,45,0.47685185185185186,36,36
last_prompt_token,clean__c8__s302,c8,302,46,0.47453703703703703,36,36
last_prompt_token,clean__c8__s302,c8,302,47,0.5077160493827161,36,36
last_prompt_token,clean__c8__s302,c8,302,48,0.5455246913580246,36,36
last_prompt_token,clean__c8__s302,c8,302,49,0.5802469135802469,36,36
last_prompt_token,clean__c8__s302,c8,302,50,0.5779320987654321,36,36
last_prompt_token,clean__c8__s302,c8,302,51,0.5933641975308641,36,36
last_prompt_token,clean__c8__s302,c8,302,52,0.5956790123456791,36,36
last_prompt_token,clean__c8__s302,c8,302,53,0.6165123456790124,36,36
last_prompt_token,clean__c8__s302,c8,302,54,0.625,36,36
last_prompt_token,clean__c8__s302,c8,302,55,0.6018518518518519,36,36
last_prompt_token,clean__c8__s302,c8,302,56,0.6257716049382716,36,36
last_prompt_token,clean__c8__s302,c8,302,57,0.6435185185185185,36,36
last_prompt_token,clean__c8__s302,c8,302,58,0.6458333333333333,36,36
last_prompt_token,clean__c8__s302,c8,302,59,0.6064814814814815,36,36
last_prompt_token,clean__c8__s302,c8,302,60,0.6527777777777778,36,36
last_prompt_token,clean__c8__s302,c8,302,61,0.6188271604938271,36,36
last_prompt_token,clean__c8__s302,c8,302,62,0.6257716049382716,36,36
last_prompt_token,clean__c8__s302,c8,302,63,0.5748456790123456,36,36
last_prompt_token,clean__c8__s302,c8,302,64,0.6165123456790124,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,0,0.5,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,1,0.8395061728395061,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,2,0.6674382716049383,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,3,0.9483024691358025,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,4,0.6165123456790123,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,5,0.3935185185185185,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,6,0.29552469135802467,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,7,0.18441358024691362,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,8,0.2723765432098766,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,9,0.20987654320987656,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,10,0.19367283950617284,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,11,0.16280864197530864,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,12,0.26774691358024694,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,13,0.220679012345679,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,14,0.0925925925925926,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,15,0.2152777777777778,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,16,0.6381172839506174,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,17,0.46990740740740733,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,18,0.40046296296296297,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,19,0.31635802469135804,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,20,0.41975308641975306,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,21,0.5493827160493827,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,22,0.7808641975308641,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,23,0.6635802469135802,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,24,0.6188271604938271,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,25,0.6134259259259259,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,26,0.5810185185185186,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,27,0.6203703703703703,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,28,0.6751543209876543,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,29,0.48225308641975306,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,30,0.46682098765432095,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,31,0.3271604938271605,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,32,0.3140432098765432,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,33,0.5563271604938271,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,34,0.4467592592592592,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,35,0.32098765432098764,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,36,0.28472222222222227,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,37,0.3024691358024691,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,38,0.37885802469135804,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,39,0.3773148148148148,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,40,0.3649691358024691,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,41,0.3804012345679012,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,42,0.4228395061728395,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,43,0.3989197530864197,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,44,0.43364197530864196,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,45,0.46913580246913583,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,46,0.4853395061728395,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,47,0.5424382716049383,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,48,0.6466049382716049,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,49,0.7623456790123457,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,50,0.8765432098765432,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,51,0.9560185185185184,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,52,0.9691358024691358,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,53,0.9583333333333334,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,54,0.9645061728395062,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,55,0.9359567901234568,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,56,0.8641975308641975,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,57,0.8896604938271605,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,58,0.8989197530864197,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,59,0.8780864197530864,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,60,0.919753086419753,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,61,0.9575617283950617,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,62,0.9884259259259259,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,63,0.820216049382716,36,36
last_prompt_token,clean__sleeper__s300,sleeper,300,64,0.9899691358024691,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,0,0.5,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,1,0.8256172839506173,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,2,0.6496913580246914,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,3,0.39583333333333337,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,4,0.6257716049382716,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,5,0.4012345679012345,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,6,0.2870370370370371,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,7,0.18595679012345678,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,8,0.2608024691358025,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,9,0.21450617283950615,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,10,0.20293209876543208,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,11,0.1820987654320988,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,12,0.2916666666666667,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,13,0.23148148148148145,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,14,0.10570987654320989,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,15,0.1766975308641975,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,16,0.6442901234567902,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,17,0.5285493827160495,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,18,0.4853395061728395,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,19,0.34104938271604934,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,20,0.4506172839506173,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,21,0.5864197530864197,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,22,0.8348765432098766,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,23,0.7237654320987654,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,24,0.6643518518518519,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,25,0.6620370370370371,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,26,0.6203703703703703,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,27,0.6527777777777777,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,28,0.746141975308642,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,29,0.47916666666666674,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,30,0.4760802469135802,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,31,0.31018518518518523,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,32,0.25617283950617276,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,33,0.46296296296296297,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,34,0.4205246913580247,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,35,0.3140432098765432,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,36,0.2615740740740741,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,37,0.2808641975308642,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,38,0.3580246913580247,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,39,0.37114197530864196,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,40,0.34259259259259256,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,41,0.35030864197530864,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,42,0.4135802469135802,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,43,0.3950617283950617,36,36
last_prompt_token,clean__sleeper__s301,sleeper,301,44,0.4375,36,36
